Restaurant	Category	Dish	Description	Food restrictions	Source
El Fant	Sandwiches	Leeks and Mushrooms (L)	Braised leeks, Local Mushroom ragu	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
El Fant	Sandwiches	Roquefort and Walnut (L)	Creamed Roquefort, Toasted Walnuts and Finnish Honey	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
El Fant	Snacks	Miso Almonds (VG)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
El Fant	Snacks	Sourdough Toast (L)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
El Fant	Snacks	Cheese Plate with homemade jam (L)	"(3 kinds of cheese, 1 compote or jam)
Served with rye crisps"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Traba	Brunch	Vaihtuva brunssi	Katso koko menu	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Punavuori	Mains	AVOKADOPASTA - THE NOTHING NEW	Avokado, chili, valkosipuli, basilikaöljy, parmesaani	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Punavuori	Mains	BUDDHA BOWL - READY, STEADY, ZEN!	Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Punavuori	Mains	NUUDELISALAATTI - GO NUTS	Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Punavuori	Desserts	OMENAPIIRAKKA	Tarjoillaan soija-vaniljakastikkeen kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Punavuori	Desserts	SUKLAAKAKKU - BETTER THAN (MOST) SEX	Tarjoillaan talon jäätelön kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Starters	PIATTO ANTIPASTI MASSIMO piccolo	Italialaista salamia, tulista italialaista makkaraa, ilmakuivattua kinkkua, italialaista kovaa juustoa, Camembert-juustoa, viinirypäleitä, oliiveja sekä leipätikkuja.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Starters	ANTIPASTI CON AGLIO	Pizzataikinasta tehtyä valkosipulilla ja rosmariinilla maustettua leipää	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Salads	INSALATA MISTA PICCOLO	Lehtisalaattisekoitusta, kirsikkatomaatteja, porkkanaa ja italialaista kovaa juustoa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Pasta	CAPRESE	Vapianon punaista pestoa, mozzarellaa, pinjansiemeniä ja kirsikkatomaatteja	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Pasta	CARBONARA	Pekonia ja sipulia kermakastikkeessa, kananmunaa, italialaista kovaa juustoa ja tuoretta persiljaa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Pizza	PESTO CON SPINACI	Babypinaattia, marinoituja tomaatteja, kermaista pestokastikketta ja mozzarellaa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Vapiano Mikonkatu	Desserts	TIRAMISÚ	Vapianon espressolla maustettu mascarponeherkku.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Starters	Nagaimo Tanzaku	Kiinanperuna, wasabi, nori, soijakastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Starters	Edamame	Vihreät soijapavut	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Starters	Takoikawasa	Kalmari, tursas, wasabi, soijakastike, kevätsipuli, shisolehti, seesaminsiemen	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Sushi	Lajitelma 8 kpl	3 lohi, 1 tsauna, 1 ravunpyrstö, 1 kampasimpukka, 2 futomakirulla	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Sushi	Lajitelma 10 kpl	3 lohi, 1 päivän nigiri, 1 ravunpyrstö, 1 kirjolohenmäti, 1 tsuna, 1 futomakirulla	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Sushi	Kasvislajitelma 8 kpl	tofu, kurkkunigiri, avokado, vegetsuna, 4 saladamakirulla	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Desserts	Kotitekoinen Matchajäätelö		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Zen Sushi	Desserts	Kotitekoinen Daifuku	tahmea riisipallo, makea papupesto	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Breakfast	MORNING QUICKIE	Avokadoleipä, latte / cappucino, health shot	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Breakfast	LIVING ON THE PORREDGE	​Puuro marjoilla ja maapähkinävoilla, kahvi, mehu	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Breakfast	​HILBERT'S SPECIAL	Munakokkeli, smoothie, kahvi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Mains	AVOKADOPASTA - THE NOTHING NEW	Avokado, chili, valkosipuli, basilikaöljy, parmesaani	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Mains	BUDDHA BOWL - READY, STEADY, ZEN!	Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Mains	NUUDELISALAATTI - GO NUTS	Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Desserts	OMENAPIIRAKKA	Tarjoillaan soija-vaniljakastikkeen kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Töölö	Desserts	SUKLAAKAKKU - BETTER THAN (MOST) SEX	Tarjoillaan talon jäätelön kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Momento Eliel	Salads	Caesar-salaatti	"Perinteinen Caesar-salaatti valitsemallasi täytteellä
(kana-kirsikkatomaatti tai chevre-aurinkokuivattu tomaatti)"	[]	menu_highlights
Ristorante Momento Eliel	Pasta	Pasta bolognese	Perinteistä bolognesekastiketta, rukolaa ja liguinepastaa L	[]	menu_highlights
Ristorante Momento Eliel	Pasta	Curry-kanapasta	Hunajamarinoitua broilerinrintaa, kermaisaa curry-tomaattikastiketta, sipulia, rukolaa ja pennepastaa L	[]	menu_highlights
Ristorante Momento Eliel	Pasta	Pasta frutti di mare	Tonnikalaa, katkarapuja, tomaattista valkoviini-kermakastiketta, tilliä, sitruunaa ja pennepastaa L	[]	menu_highlights
Ristorante Momento Eliel	Burgers	Beef burger –ateria	Jauhettu naudan kokolihapihvi, salaattisekoitusta, marinoitua punasipulia, paprikaa, maustekurkkua, herkkumajoneesia, cheddarjuustoa, ranskanperunoita ja paneroituja sipulirenkaita	[]	menu_highlights
Ristorante Momento Eliel	Pizza	Bologna	Perinteistä naudanjauhelihakastiketta	[]	menu_highlights
Ristorante Momento Eliel	Pizza	New York	Palvikinkkua, ananasta ja aurajuustoa	[]	menu_highlights
Ristorante Momento Eliel	Pizza	Quattro stagioni	Palvikinkkua, herkkusieniä, katkarapuja ja tuorepaprikaa	[]	menu_highlights
Bistro Palo	Burgers	ROYALE WITH CHEESE SMASH BURGER	2X70g naudanlihapihviä, reilusti cheddarjuustoa, ketsuppia, amerikansinappia, tuoretta sipulia, suolakurkkua ja salaattia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Palo	Burgers	MALMI FRIED CHICKEN BURGER	"Rapeaa paneroitua kanaa, cheddarjuustoa, savu-paprikamajoneesia,
salaattia ja suolakurkkua"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Palo	Burgers	MALMI GREEN	Beyond Meat -pihvi, paistettua sipulia, chimichurria, vegaanista limeaiolia, salaattia ja tomaattia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Palo	Mains	MFC = MALMI FRIED CHICKEN (L,G)	Rapeaa frittikanaa, savupaprikamajoneesia, coleslaw, marinoitua punasipulia, chiliä ja ranskalaisia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Palo	Mains	LEHTIPIHVI	"160g härän ulkofilepihvi ja maustevoi
Valitse lisäksi: ranskalaiset, perunamuusi tai salaatti"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Palo	Mains	MALMIN MAALAISSALAATTI (M,G)	"Raikas vihersalaatti, kirsikkatomaattia, keitettyä
kananmunaa, vihreitä papuja, perunaa, marinoitua
punasipulia ja talon sinappi-vinegretti"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro Palo	Desserts	BROWNIE (L)	Suklaabrownie ja vaniljajäätelöä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Starters	TIBETIAN DUMPLINGS (MOMO) (5KPL)	Höyrytettyjä kasvis- tai kananyyttejä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Starters	VEG SAMOSA (2 KPL)	Perunalla täytettyjä rapeita friteerattuja kasvispasteijoita chutneyn kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Starters	KING PRAWN PAKODA	Kikhernejauhoissa pyöräytettyjä, friteerattuja jättikatkarapuja chutneyn kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Mains	BUTTER CHICKEN	Yrtti-jogurttimarinoituja ja tandoori-uunissa grillattuja kanan fileepaloja tomaatti-, voi- ja kermakastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Mains	MIX TANDOOR SIRAZ	Yrtti-jogurttimarinoituja ja tandoori-uunissa grillattuja kanan fileepaloja sekä lampaan paloja, tuorejuustoa, lampaan jauhelihavartaita ja jättkatkarapuja paprika-, tomaatti-, inkivääri-, valkosipuli- ja jogurttikastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Mains	SHAHI KIN PRAWN	Jättikatkarapuja tomaatti-, voi- ja kermakastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Vegetarian	ALU GOBI	Paistettua perunaa ja kukkakaalia kuminan simene-, inkivääri-, tomaatti-, sipuli- ja masalakastikeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Vegetarian	PANEER CHILI	Tuorejuustoa, sipulia, paprikaa ja inkivääriä soija- ja chilikastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Restaurant Indus	Vegetarian	TOFU TIKKA	Marinoituja tofua, sipulia, paprikaa, ja inkivääriä jogurttikastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Taste of Uyghur	Chef's Recommendations	kawa Manta/葫芦包子	kurpitsa, sipuli ja liha 12 kpl	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Taste of Uyghur	Chef's Recommendations	Qoruma chöp/干煸炒面	Käsintehty nuudeli, naudanliha, vihannekset, inkivääri ja seesami	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Taste of Uyghur	Chef's Recommendations	黄面烤肉/ Serikash	Kylmä nuudeli chili+valkosipuli-kastikkeessa ja Uyghur Kebab	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Masa’s Pizza Töölö	Kebabs	PITAKEBAB	talon pitaleipa, kebabliha, salaatti, kurkku, kirsikkatomaatti, punasipuli, tomaattinen kebabkastike, Masa's majoneesi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Masa’s Pizza Töölö	Kebabs	ISKENDER KEBAB	talon leipä, kebabliha, salaatti, kurkku, kirsikkatomaatti, tomaattinen kebabkastike ja jogurtti-kastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Masa’s Pizza Töölö	Kebabs	KEBABRULLA	kebabliha, talon leipa, salaatti, kurkku, punasipuli, kirsikkatomaatti, tomaattinen kebabkastike, Mesa's majonees	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Masa’s Pizza Töölö	Pizza	MARGHERITA	buffalo mozzarella, basilika	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Masa’s Pizza Töölö	Pizza	BIANCO TONNO	tonnikala, katkarapu, rucola	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Masa’s Pizza Töölö	Pizza	DI PARMA	ilmakuivattu kinkku, kirsikkatomaatti, pestokastike, basilika	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Starters	Skagenröra på stekt brioche med dill-gurka	Skagenröra paistetulla briocheilla ja tilli kurkkua Skagenröra (shrimpsalad) on fried brioche with dill cucumber 14,50 €	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Starters	Traditionell laxsoppa Perinteinen lohikeitto Traditional salmon soup	Lite/Pieni 15,50 €/ Stor/Iso 17,50 €	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Starters	Huomioittehan, että mikäli ette voi tehdä pöytävarausta, ravintola on täynnä tai varattu yksityistilaisuutta varten.		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Starters	Köttpastej i buljong Lihapasteija liemessä	Meat pie in gravy	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Mains	Kantarellrisotto med färsk parmesan Kantarellirisotto tuoreella parmesaanilla	Chantarelle risotto with fresh Parmesan	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Mains	Köttpastej i buljong Lihapasteija liemessä	Meat pie in gravy	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Mains	Limoncellopasta med rökt lax  Limoncellopasta ja savulohta	Limoncello pasta with smoked salmon	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DinKrog Svenskis	Desserts	Omena-marenki	Apple & Meringue	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Starters	BADRIJANI NIGVZIT	FRIED EGGPLANT ROLLS STUFFED WITH WALNUT PASTE	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Starters	VARENIKY (WITH POTATO OR CABBAGE)	UKRAINIAN DUMPLINGS WITH POTATO, HERBS, GARLIC, ONION AND SPICES	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Starters	BANOSH	UKRAINIAN CORN PORRIDGE WITH SOUR CREAM, BACON AND SALTY CHEESE	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Mains	CHASHUSHULI	GEORGIAN BEEF STEW WITH TOMATO AND HERBS	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Mains	ADJAPSANDALI	EGGPLANT STEW WITH BELL PEPPER,CARROT AND HERBS	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Mains	HOLUBTSI	UKRAINIAN PORK STUFFED CABBAGE ROLLS	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Desserts	HONEY CAKE	GEORGIAN TRADITIONAL LAYERED HONEY CAKE	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Desserts	SYRNIKI	UKRAINIAN SWEET CHEESE PANCAKES	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Megobaro Töölö	Desserts	VARENIKY DESSERT	UKRAINIAN HALF MOON SHAPED PIROGIES STUFFED WITH SWEET CHERRY	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DIF Döner Punavuori	Sides	GREEK STYLE RANSKALAISET	Fetaa, kevätsipulia ja jogurttikastiketta (G, L)	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DIF Döner Punavuori	Sides	TZATZIKI	Oliiviöljyä, persiljaa ja minttua (G, L)	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DIF Döner Punavuori	Sides	HALLOUMTIKUT	Zhug-yrttikastiketta (G)	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DIF Döner Punavuori	Mains	LEIPÄDÖNER	"Diffin berlin-leipä, vahvaa
tomaattikastiketta sekä valkosipulijogurttikastiketta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DIF Döner Punavuori	Mains	RIISI DÖNER	"Pitkää basmatiriisiä, ruskistettua
voita, vahvaa tomaattikastiketta sekä
valkosipuli-jogurttikastiketta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
DIF Döner Punavuori	Mains	ISKENDER DÖNER	"Diffin berlin-leipää kuutioituna,
ruskistettua voita, vahvaa tomaattikastiketta sekä valkosipulijogurttikastiketta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Breakfast	​MORNING QUICKIE	Avokadoleipä, latte / cappucino, health shot	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Breakfast	​HILBERT'S SPECIAL	Munakokkeli, smoothie, kahvi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Mains	AVOKADOPASTA - THE NOTHING NEW	Avokado, chili, valkosipuli, basilikaöljy, parmesaani	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Mains	BUDDHA BOWL - READY, STEADY, ZEN!	Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Mains	NUUDELISALAATTI - GO NUTS	Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Desserts	OMENAPIIRAKKA	Tarjoillaan soija-vaniljakastikkeen kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Green Hippo Kallio	Desserts	SUKLAAKAKKU - BETTER THAN (MOST) SEX	Tarjoillaan talon jäätelön kera	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pho Nokis	Soups	Phở Gà	Phở with slow simmered chicken broth, chicken, our hand-made rice noodles and fresh herbs	['Vegan', 'Vegetarian']	menu_highlights
Pho Nokis	Soups	Mì Cay Thập Cẩm	"Egg noodles, chicken, chicken Meatballs, Xa Xiu roasted pork rind, eggs,onion, season’s cabbage, mung beans and herbs, spicy chicken broth (contains shrimp)
(GL)"	['Vegan', 'Vegetarian']	menu_highlights
Pho Nokis	Soups	Phở Bò Sốt Vang	"Phở with slow simmered beef broth mixed with Sốt Vang broth, braised beef, our handmade rice noodles and fresh herbs
(GL)"	['Vegan', 'Vegetarian']	menu_highlights
Pho Nokis	Mains	Bún Bò Trộn Nước Mắm	"Entrecôte and rice vermicelli with thinly sliced salad and mild fish sauce
(GL)"	['Vegan', 'Vegetarian']	menu_highlights
Pho Nokis	Mains	Bánh Mì Chả	"Chicken sausage, chicken liver pâté, pickles, onion, carrot, cucumber, black radish, herbs and mayo
(L)"	['Vegan', 'Vegetarian']	menu_highlights
Pho Nokis	Mains	Phở Trộn Chay Sốt Chua Ngọt	"Rice noodles, vegan sweet and sour sauce, crispy fried onions, nuts, herbs
1. Härkis
2. Nyhtökaura
(GL) (Spicy)"	['Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Starters	LOADED MEXICAN NACHOS	Nachoja, Talon guacamolea, Salsa Rojaa, ranskankermaa, Pico de Galloa. Lisää paneroitua kanaa +3,50 €	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Starters	MOZZARELLATIKUT 4 KPl	Salaattia, valkosipulidippi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Starters	LOADED CRISPY FRIES CHEESE & BACON	Rapeaa pekonimurua, lämmintä juustokastiketta	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Grill	MEKSIKOLAINEN PIPPURIPIHVI	"Pariloitu naudan ulkofileepihvi, grillikasviksia, juustokastiketta, pariloitua maissia, jalapenoja.

Annokset sisältävät valintasi mukaan Talon ranskalaiset, crispers-perunat, bataattiranskalaiset, Talon lohkoperunat, uuniperunan, salaatin tai grillatut kasvikset.

Testaa pihvin tilalla paneroitua kanaa 21,90 €"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Grill	JUKATANIN LOHTA	"Pariloitua lohta, valintasi mukaan aurajuustokastike, Salsa Roja tai Fresh Mexican -kastike. Lisäksi pariloitua maissia ja grillikasviksia.

Annokset sisältävät valintasi mukaan Talon ranskalaiset, crispers-perunat, bataattiranskalaiset, Talon lohkoperunat, uuniperunan, salaatin tai grillatut kasvikset."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Mains	QUESADILLAS BLACKENED CAJUN -KANAA	"Vehnätortillan välissä salsaa, Talon guacamolea, Monterey Jack -juustoa, jalapenoja ja Blackened Cajun -kanaa.

Annos tarjoillaan salaatin kera.

Lisänä ranskankermadippi"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Mains	COMBITO FAJITAS	"Vehnätortilloja (3kpl 1hlö, 6kpl 2hlö).
Talon guacamole-, ranskankerma- ja salsadipit. Tarjoillaan salaatin kera.

Valurautapannussa sipuli-paprikapaistosta ja kaksi valitsemaasi päätäytettä:
Vege (PV)
Vuohenjuusto
Friteerattu Halloumi
Paneroitu kana
Blackened Cajun -kanaa
Blackened Cajun -naudan ulkofilee
Ylikypsä possun kylki
Grillatut kasvikset"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Desserts	MEKSIKOLAINEN OMENAPIIRAS	"Vaniljajäätelöä, kermavaahtoa ja vaahterasiirappia.

Upeat jäätelömme valmistetaan yhteistyössä kotimaisen Art Gelaton kanssa räätälöitynä Pancho Villojen asiakkaille.

Jäätelöt syntyvät käsityönä Keski-Suomen sydämessä kotimaisesta maidosta ja kermasta, sekä laadukkaimman tason makua antavista aineksista."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pancho Villa Malmi	Desserts	KAUDEN SORBETTI	Kysy tarjoilijalta kauden maku	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Sides	Guacamole & Nachos	"fresh avocado, tomato,
onion, chili, marinated
in lime."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Sides	Empanadas	"corn masa, cheese,
mushroom or chorizo,
fresco cheese, cream
& pico de gallo salsa."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Mains	Enchiladas / Verdes	"shredded chicken, green chili-tomatillo
salsa, sour cream, lettuce, fresco
cheese, pickled onion, fresh onion,
coriander & kidney beans."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Mains	Quesadillas	"Quesadillas are filled with cheese &
topped with sour cream, fresco cheese,
pickled red onion & coriander. Served
with pico de gallo salsa.
(Choose chicken, pork, cauliflower or
only cheese)."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Taco	CHICKEN TINGA	"shredded chicken in chipotle-tomato
sauce, kidney beans mash, sour cream,
fresco cheese, pickled onion, coriander."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Taco	BAJA FISH	"tempura fried cod fish, tartare mayo,
coleslaw, pico de gallo salsa, chili mayo."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Kamppi	Taco	AL PASTOR	"adobo marinated pork, grilled pineapple,
fresh onion & coriander."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Starters	Tzatziki(L,G) ja lämmin pitaleipä (M)	Jogurtti maustettuna, oliiviöljy, kurkku, valkosipuli	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Starters	Dolmades	Riisillä ja tuoreyrteillä täytettyjä viininlehtikääryleitä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Starters	Munakoisosalaatti	Munakoiso, oliiviöljy, paprika, hunaja, persilja, feta	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Mains	Boutaki Arni	Punaviinissä haudutettua lammasta	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Mains	Kanasouvlaki	Grillatut kanavartaat	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Mains	Spanakopita	Feta-pinaattipiirakka	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Desserts	Baklava	Filotaikina, pähkinää, hunajaa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
JUGANG Helsinki Wanhasatama	Desserts	Jogurtti Me Meli	Jogurttia, hunajaa, saksanpähkinää	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
99 TopMeal	Mains	Silputtu kana-nuudelikeitto		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
99 TopMeal	Mains	Mausteinen ja hapan possu ja riisinuudelit		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
99 TopMeal	Mains	Tofu- ja kasvisnuudelikeitto		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Mirella	Starters	PANE CON AGLIO ~ 2 KPL	Valkosipulileipää	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Mirella	Starters	BRUSCHETTA DIAVOLO ~ 2KPL	Ilmakuivattua kinkkua, mozzarellaa, tomaattikuutioita, oliiviöljyä, rapeaa leipää	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Mirella	Mains	RISOTTO ALLA RUCOLA E POLLO	broileri, pesto, rucola, parmesan juusto, valkosipuli, yrttiseos	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Mirella	Mains	SPAGHETTI ALLA CARBONARA	Pekoni, kerma-kananmunakastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Mirella	Mains	MARGARITA	napoletana-tomaattikastike, tuore tomaatti, mozzarella, basilika, oliiviöljy	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ristorante Mirella	Desserts	PIZZA NUTELLA	Nutellaa, mansikoita tai banaania, tomusokeria	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
